"nacimiento","genero","industria","sector","nucleo","em_fom_remoto","em_fom_camb_remoto","t_dez_remoto","t_casa","t_familia","t_remoto_3meses","t_pref_remoto_3meses","h_trabajo_remoto"
"1987","1","16","27","2","5","1","0.5","2","6.5","0.5","0.6","8"
"1979","2","14","28","7","5","3","0.1","2","5.39","0.9","1","7.5"
"1960","2","6","33","2","5","5","0.5","3","4.5","0.05","0","10"
"1991","1","14","28","7","1","2","0","3","4","0","0","9"
"1997","2","8","27","2","1","1","0","3","6","0.8","0.05","8.5"
"1985","2","6","29","3","5","5","0.5","3","4","0.2","0.3","9"
"1980","2","2","7","7","4","5","0.5","1","4.5","1","1","10"
"1983","1","8","6","1","3","1","1","4","4","0.9","0.8","8"
"1962","2","9","25","6","3","2","1","1.5","3.5","0.6","1","10"
"1969","2","10","27","7","2","1","0","2","2","0.2","0.1","12"
"1988","1","6","29","7","4","4","0","3","5","1","1","10"
"1992","2","8","2","5","1","2","4","1","3","0.05","0.3","8"
"1957","2","6","30","2","5","5","0.5","1","4.5","0.2","0.5","10"
"1959","2","2","1","6","3","3","0.5","6.5","1.5","0.05","0.4","7.5"
"1972","2","14","28","1","3","2","0","1","6","0.5","0.5","11"
"1971","2","15","6","6","3","1","0.1","4","4.5","1","1","7.35"
"1981","2","2","7","2","5","5","1","2","4.5","0","0.4","8.5"
"1994","1","8","27","2","5","5","0","2","5","0","0.5","8"
"1991","1","11","27","7","1","1","0","2","6","0.3","0.3","8"
"1961","2","8","27","2","2","2","0","4","2","1","1","9"
"1975","2","2","7","7","1","1","0","2","6","0.5","0.5","8"
"1960","2","14","27","7","4","4","0.5","2.5","3","1","1","9"
"1982","2","13","31","1","1","4","0.5","8","1.5","0.9","0.9","9"
"1968","2","17","24","1","4","4","1.5","3","6","1","0.8","6"
"1993","2","14","26","3","3","1","0","3","5","0.4","0.5","8"
"1986","1","6","29","3","5","5","0.5","2","8.5","0","0","5"
"1973","2","2","6","1","3","1","2","4","4","0.05","0.05","7"
"1978","2","10","2","1","5","5","0","4","3","0.2","0.6","9"
"1970","2","6","31","7","3","1","0.5","3","5.5","0.8","0.9","7"
"1974","1","11","14","1","3","3","2","2","4","0.8","0.9","8"
"1977","2","6","4","1","3","1","0","3","6","0.5","0.5","8"
"1959","2","10","31","3","5","5","0","1","8","0","0","9"
"1971","2","6","29","5","5","5","1","6","3","0.5","0.5","8"
"1987","2","14","28","2","1","2","0.5","3.5","4","1","1","8"
"1973","2","6","29","5","5","5","4","2","3","0.05","0","7"
"1995","2","8","9","7","4","2","5","1","2","0.4","0.4","8"
"1988","1","9","30","1","3","3","0","1","5","0.2","0.5","10"
"1997","2","8","6","6","4","4","0.5","0","5","0.9","0.7","10"
"1988","2","15","1","1","2","2","0.5","1","3.5","1","1","10"
"1974","2","18","2","1","4","4","0","4","4","0","0","9"
"1966","2","9","34","2","2","1","0","3","3","1","0.8","10"
"1963","2","10","41","7","3","1","0","2","5","0.4","0.4","7.5"
"1971","2","9","25","2","3","3","1","2","5","0.9","1","9"
"1989","2","1","40","2","5","5","0.5","3","4.5","0.05","0.5","8"
"1960","1","6","29","2","3","1","0","3","6","0.05","0.05","7"
"1972","2","14","28","1","2","4","3","2","3","0.5","0.5","8"
"1987","2","17","27","2","5","5","0","0","6","0.5","0.6","10"
"1960","2","17","5","2","4","4","0","2","2","1","1","12"
"1966","2","9","30","1","2","2","0.5","3","5","0.7","0.7","8.5"
"1993","1","10","27","7","4","2","2","2","2","0.6","0.6","8"
"1976","2","6","29","1","1","1","0.5","3.5","4","0.1","0.5","8"
"1986","2","9","8","5","1","1","1","4","3","0.2","0.1","9"
"1992","1","18","36","7","1","1","2","3","3","0.05","0.05","8"
"1960","2","9","9","6","2","4","0.5","2","6","0.6","0.8","7.5"
"1970","2","6","29","1","5","3","0.5","4.5","2.5","0.4","0.4","10"
"1986","2","10","31","3","1","1","0.5","2","4","0.5","0.5","10.5"
"1989","1","2","25","1","5","5","0.5","3","6","0.5","1","7"
"1987","1","8","35","2","3","1","0.5","3","4","0.6","0.2","9.5"
"1974","2","17","27","1","2","1","1","4","5","0.5","0.5","5"
"1983","1","14","31","1","1","2","0","5","5","1","1","8"
"1992","2","6","29","3","3","3","0.5","1","8.5","0","0","7"
"1968","2","8","2","2","1","1","0","3","4","1","1","9"
"1976","2","8","6","2","3","3","0.5","3","3.5","1","1","8"
"1991","1","17","33","2","3","2","0.5","4","3.5","0.05","0.4","8"
"1987","2","10","28","1","4","2","4","1","2","0.7","0.7","8"
"1964","2","11","25","7","1","1","0","2","3","1","0.8","10"
"1996","2","4","24","3","4","4","0","3","5","0.5","0.7","8"
"1988","2","14","27","1","1","1","1","2","7","1","1","7"
"1993","2","17","1","2","1","3","0.5","4","5.5","1","1","7"
"1991","2","13","14","4","3","2","3","5","2","0.05","0","9"
"1988","2","8","1","5","2","2","0.5","2.5","5","0.05","0.05","9"
"1967","2","10","26","7","3","1","0","2","5","0.7","0.7","7.6"
"1992","1","11","1","3","1","1","4","4","6","0.05","0","4"
"1990","2","9","30","1","2","2","0.25","4","4.7","0.05","0","8"
"1994","2","13","28","3","5","5","1","3","4","0","0.5","8"
"1988","2","14","31","5","1","1","2","2","4","0.9","0.9","8"
"1986","1","7","28","2","1","1","0.5","3","4.5","1","1","8"
"1985","1","8","28","4","4","2","5","1","2","0.9","0.9","8"
"1976","2","9","40","1","4","2","5","3","1","0.6","0.6","8"
"1988","2","13","17","7","2","2","0.5","2","5","0.8","0.8","10"
"1990","2","17","8","2","5","5","0","3","6","0.05","0.5","7"
"1988","1","6","1","2","5","3","0","5","3.5","0.2","0.2","7.5"
"1991","2","5","28","6","5","5","0.5","2","3.5","0","1","9"
"1959","2","6","5","2","3","1","0","5","5","0.05","0.5","6"
"1972","1","10","31","1","1","1","0.5","4.5","2","1","0.7","9"
"1972","1","10","1","3","4","4","0","1","8","1","1","7"
"1957","2","13","32","2","4","1","0","2","6","1","1","8"
"1962","1","5","28","2","1","2","0","3","4","1","1","9"
"1970","2","6","29","4","2","3","3","3","3","1","1","8"
"1963","1","13","25","7","4","4","1","4","4","1","1","7"
"1961","1","12","39","7","2","4","0.5","1","4","0","0","10"
"1961","1","10","31","1","1","1","0","2","4","0.9","0.9","8"
"1957","2","6","1","2","5","2","0.5","4","4","0","0","7.5"
"1966","1","17","33","7","5","3","0","2","6","0.2","0","8"
"1961","1","13","17","2","1","1","2","2","5","0.9","0.5","8"
"1961","2","6","29","7","2","2","1","6","5","1","0.2","3"
"1961","1","11","28","4","1","1","1","4","5","0","0.05","9"
"1960","1","11","39","2","3","3","0","2","7","0.05","0.8","8"
"1982","1","18","24","7","3","1","0","3","4.5","0.2","0.5","8.5"
"1961","2","6","29","7","3","3","1","2","8","0.7","0","5"
"1987","2","6","27","7","5","5","0.5","2.5","3","0.3","0.05","10"
"1962","1","11","27","1","3","1","0.5","5.5","2","0.1","0.2","8"
"1971","2","15","6","1","1","2","0","1","8","1","1","7"
"1959","2","6","31","2","5","5","0.5","4.5","4","0.5","1","7.5"
"1975","2","13","34","5","4","4","0.5","4.5","3","1","1","8"
"1958","1","9","32","1","2","2","5","0","5","1","1","7"
"1965","1","18","22","2","2","2","0.5","2","5.5","1","0.6","8"
"1971","1","8","27","7","5","5","1","1","5","0.2","0.3","10"
"1963","1","13","30","7","4","4","0.5","2","7.5","0.05","0.05","4"
"1983","2","14","26","1","4","4","0","10","3","1","1","3"
"1987","2","15","28","1","3","1","4","1","5","0.5","0.7","6"
"1998","1","8","27","2","5","2","0","3","3","0.2","0.6","10"
"1995","1","14","30","2","3","3","2","2","2","0.8","0.8","8"
"1961","2","10","31","7","3","3","0.5","4","4","0.9","0.9","7.5"
"1983","2","14","27","1","1","2","1","3","5","0.8","0.7","8"
"1976","2","6","29","5","5","5","0.5","1","6.5","0","1","8"
"1981","1","14","28","7","2","2","0","2","6","0.9","1","8"
"1986","1","8","4","7","1","1","0","0","7","1","1","10"
"1983","2","14","27","1","1","1","1","3","5","0.9","0.9","8"
"1965","2","6","2","2","5","5","2","4","6","0.2","0","4"
"1965","2","6","29","2","5","5","2","2.5","1.5","0","1","10.5"
"1971","2","14","32","1","3","3","1","5","3","0.9","0.7","8"
"1969","1","9","30","5","1","5","4","0","1","0.05","0","12"
"1969","2","19","35","5","4","4","0.5","3","5.5","1","0.8","8"
"1963","2","10","31","2","5","1","0.5","5","3","1","1","7.5"
"1972","2","7","28","1","1","1","0.5","2.5","5","1","1","8"
"1962","2","13","31","7","4","4","0","1","8","0.9","0.8","8"
"2000","2","2","29","3","5","1","0","1","8","0","0.5","7"
"1962","2","14","41","2","1","2","1","3","4","0.1","0.1","8"
"1968","1","17","20","7","1","3","0.5","3","4.5","0.8","0.8","8"
"1961","1","13","27","2","4","4","0","2","10","1","1","2"
"1960","1","10","31","2","1","1","0","2","6","1","0.9","8"
"1969","1","13","14","1","1","5","2","3","3","0.6","0.6","8"
"1986","1","8","27","1","3","3","0","2","3","1","0.5","13"
"1970","1","8","25","2","4","4","0","4","5","1","1","9"
"1966","2","2","1","7","1","1","0.5","3","5.5","0.8","0.8","8"
"1990","1","6","29","1","1","1","1","1","1","0.5","0.5","20"
"1961","2","18","7","2","2","1","1","2","4","1","0.7","8"
"1957","1","3","23","7","1","1","0","2","5","0.4","0.5","10"
"1989","2","4","24","3","2","2","1","1","5","0.9","0.9","8"
"1981","2","7","36","2","2","4","2.5","4","2","0.5","0.7","7.5"
"1979","1","10","31","1","2","2","0","1","4","1","1","9"
"1979","1","13","25","1","1","1","0.5","3","4","0.05","0.2","7.5"
"2000","2","17","9","1","1","1","0","2","6","0.2","0.05","8"
"1982","1","8","27","7","1","2","0","3","3","1","0.9","10"
"1979","1","14","31","1","3","2","0","4","5.5","1","1","7.5"
"1977","1","10","31","2","1","1","1","4","3","0","0","9"
"1978","2","15","27","1","1","2","0.5","3","4.5","0.9","1","8"
"1977","1","14","28","7","4","4","1","3","3","0.9","0.8","9"
"1995","2","13","34","5","1","1","0","0","12.5","1","1","1"
"1982","1","14","27","2","1","2","2","1","1","0.2","0.2","12"
"1996","2","5","34","7","4","4","0","1","5","1","0.8","9"
"1991","1","15","6","2","2","2","0.5","1.5","5.5","0.8","0.8","8.5"
"1977","1","11","25","1","1","2","0","2.5","2.5","0.6","0.6","12"
"1990","2","10","1","1","2","2","0.5","5","3","0.4","0.4","6"
"1992","1","8","26","7","2","2","1","3","3","0.7","0.7","8"
"1991","2","6","29","1","1","1","5","5","5","0.5","0.5","5"
"1957","2","9","30","7","2","2","5","2","1","0.05","0.5","9"
"1985","1","10","31","2","1","1","0.25","2","6.75","0.4","0.6","8.5"
"1999","2","2","36","7","2","2","1","2","5","0.3","0.4","10"
"1980","1","10","26","1","1","1","0","3","5","0.5","0.6","8"
"1989","1","2","22","1","3","3","0","2","8","0.5","0.5","7"
"1977","2","8","7","2","1","4","0","2","6","0.8","1","8"
"1979","1","8","2","1","4","4","0.5","3","5","1","1","7.5"
"1989","2","7","28","2","4","4","0","4","4","1","0.4","8"
"1996","2","13","27","2","4","4","0","3","5","1","1","7"
"1990","2","8","27","2","1","4","0","2","4","1","1","9"
"1991","2","6","29","4","3","2","0","4","5","0.6","0.6","7"
"1991","2","8","5","3","5","5","1.5","1","5.5","0.4","0.5","8"
"1993","2","14","2","2","4","4","0.5","1.5","6","1","1","8"
"1992","2","14","30","1","2","2","2","1","3","1","1","9"
"1982","2","16","35","5","3","3","0","4","4","0.4","1","8"
"1980","2","3","27","5","4","4","2","3","3","0.5","0.6","9"
"1976","2","8","25","7","5","5","0.5","2","5.5","1","0.8","9"
"1979","2","9","32","5","3","3","1","5","2","0.05","0.2","9"
"1962","2","14","1","5","4","4","0","5","4","1","1","8"
"1998","2","13","25","4","5","5","0","3.5","3.5","0.1","0.3","7"
"1984","1","8","31","3","1","2","0","2","5","0.8","0.4","9"
"1977","2","10","2","2","1","1","0","4","5","1","1","9"
"1994","2","8","27","7","2","2","0.5","0","6.5","0.8","0.6","9"
"1984","2","5","5","2","2","2","0.5","3","4.5","0.2","0.5","8"
"1993","1","9","30","3","1","1","0","3","4","0","0.2","8"
"1980","1","6","29","2","5","4","1","3","4","0.2","0","8"
"1976","2","10","6","7","1","2","0.5","1","5","1","1","9"
"1983","2","13","1","1","1","1","0","3","5","0.9","0.9","7"
"1994","2","5","37","2","2","1","1","2","3","0.6","0.7","8"
"1983","2","10","2","3","4","5","0","2","3","1","1","9.5"
"1982","2","9","30","1","2","2","0","2","5","1","1","9"
"1991","1","8","27","2","3","3","2","3","3","1","0.8","8"
"1978","2","14","32","3","3","3","0.5","2","5.5","0.8","0.8","8"
"1986","2","9","30","4","5","5","0.5","2","7","0","0.5","8.5"
"1984","1","16","27","1","2","2","0.5","4","4","1","0.8","7.5"
"1989","1","6","29","5","1","1","2","4","4","0","0","6"
"1994","2","13","34","5","2","2","0","0","5","0.5","0.5","7"
"1998","1","10","25","7","4","2","0.5","1.5","5","0.8","0.8","8"
"1999","2","14","30","3","2","4","2","2","4","1","1","4"
"1992","1","18","27","2","3","4","0","4","4","1","1","8"
"1994","2","19","5","1","3","2","3","2","3","0.3","0.3","9"
"1993","2","13","32","2","2","1","0.5","2","5","0.05","0.05","8.5"
"1987","2","2","7","1","5","5","1","3","3","0.2","0.5","9"
"1976","2","6","6","4","1","1","1","2","6","0.3","0","9"
"1997","1","18","19","1","1","3","0","3","4","0.2","0.2","10"
"1995","1","8","27","7","4","4","0","4","5","1","1","7.5"
"1980","2","8","27","2","3","2","0.5","3","4","0.8","0.8","9.5"
"1988","1","8","31","2","3","3","0.25","2","5.25","1","0.8","9.5"
"1982","2","10","31","7","2","4","1","3","4","1","1","8"
"1993","2","13","28","7","2","2","0","3","3","0.1","0.1","9"
"1987","2","2","5","1","1","4","1","3","8","0.8","0.8","3"
"1991","2","6","27","3","5","5","0.5","2","5.5","0.2","0.5","7"
"1978","2","13","4","1","1","2","0","3","2","1","1","9"
"1988","2","9","34","2","4","1","0","1","12","0.9","1","3"
"1977","1","13","31","1","1","1","0","4","3.5","0.2","0.2","8.5"
"1978","1","14","4","1","3","2","3","3","3","0.7","0.3","8"
"1993","2","9","9","1","2","2","1","3.5","2","0.2","0.2","8.5"
"1987","2","9","30","2","5","5","0","1","6","0.05","0","8"
"1995","2","8","28","7","1","2","0","4","4","0.9","0.9","8"
"1993","2","2","6","1","1","1","3","3","6","0.5","0.5","6"
"1980","2","8","6","4","2","2","0.5","2","9.5","0.5","0.5","5"
"1994","2","8","27","4","2","2","0.2","0","5.8","1","1","8"
"1973","2","4","27","7","3","3","0","4","5","0.05","0.5","8"
"1994","2","11","5","5","4","4","2","3","3","0.9","0.9","8"
"1995","2","8","27","2","4","4","0","4","3","1","0.7","8"
"1964","2","8","1","7","3","2","1","3","5","0.2","0.5","8"
"1979","1","13","6","1","2","2","0","2","2","1","1","12"
"1962","2","9","30","5","2","2","1","4","4","0.4","0.4","8"
"1973","1","15","25","1","1","2","1","3","4","1","1","8"
"1980","2","7","31","3","2","4","0","4","4","0.9","0.8","8"
"1959","1","5","19","1","3","1","1","3","4","0.1","0.1","8"
"1992","2","13","31","1","4","4","0","2","2","0.5","0.5","12"
"1973","1","6","29","7","1","2","2","3","3","0.3","0.5","8"
"1978","1","1","25","1","4","2","1","4","3","0.3","0.3","8"
"1979","2","10","31","2","2","2","1","1","6","1","1","8"
"1967","1","16","22","6","1","1","0.5","1","9.5","0.2","0.2","6"
"1967","1","11","22","1","1","1","0","2","5.5","0.05","0.1","8.5"
"1982","1","18","22","2","4","4","2","3","4","0.1","0.5","7"
"1979","1","3","22","1","2","4","0","2.5","5","0","0.5","8.5"
"1961","1","14","32","1","1","4","1","3","5","0.2","0.05","8"
"1983","1","14","30","1","4","4","1","1","7","0.1","0.3","7"
"1987","2","16","22","1","2","2","3","3","2","0.2","0.2","8"
"1971","1","17","22","1","2","1","1","2","4","0.5","0.5","12"
"1981","1","8","31","1","2","2","0","4","4","0.7","0.7","9"
"1980","2","17","25","5","4","1","1","5","3","0.5","0.5","6"
"1985","1","2","22","1","4","4","0","3","4","0.5","0.5","8"
"1964","1","13","25","1","2","2","2","3","2","0.9","0.8","9"
"1961","1","3","42","1","1","2","6","4","3","0.2","0.3","8"
"1968","2","6","29","2","1","1","0","2","13","0","0","2"
"1981","1","8","25","1","2","1","0","4","2","1","1","8"
"1971","1","14","25","1","1","1","2","4","4","0.9","0.9","8"
"1978","2","9","5","6","3","3","0.5","1.5","5","0.4","0.4","9"
"1970","2","16","25","3","1","1","0","2","2","0.4","1","12"
"1986","2","15","25","1","5","5","0","6","3","0.5","0.5","8"
"1972","1","6","25","1","1","1","1","5","6","0.1","0.05","6"
"1962","2","11","25","2","5","5","0","8","0","0","0","8"
"1990","2","1","24","1","3","2","0","4","4","0.2","0.1","8"
"1980","1","17","24","1","4","1","2.5","5","6","0.5","0.4","2.5"
"1978","2","1","22","5","2","1","0","3","4","0.3","0.5","9"
"1995","2","5","25","2","2","1","2","6","4","0.4","0.3","6"
"1977","2","9","30","1","2","4","1","4","4","0.1","0.2","8"
"1986","2","6","25","1","2","2","0.5","2","4.5","0.8","0.8","9"
"1995","1","9","24","3","1","2","2","4","4.5","0.5","0.5","7.5"
"1992","1","11","21","1","5","5","5","5","5","0.1","0.1","5"
"1986","2","6","29","7","3","3","0.5","3","3","0.05","0","8.5"
"1993","1","1","40","7","2","2","3","2","3","0.2","0.8","6"
"1983","1","6","25","1","2","2","0.5","4","3","1","1","8.5"
"1992","1","17","25","1","2","2","0","3","5","0.5","0.5","8"
"1999","2","17","24","2","5","5","0","2.5","2.5","0","0.05","10"
"1994","1","8","27","1","1","2","0","5","4","0.4","0.4","6"
"1985","1","2","22","1","4","4","0","3","4","0.4","0.4","8"
"1995","1","10","31","2","4","2","2","2","7","0.3","0.6","7"
"2001","2","6","29","4","3","3","1","5","5","0.5","0.05","5"
"1973","1","15","28","1","1","1","1","3","4","1","0.8","8"
"1986","2","15","25","1","5","3","0","6","3","0.4","0.4","8"
"1988","2","17","22","2","3","3","0.5","2.5","4","0.7","0.5","10"
"1984","2","14","22","7","5","2","1","1","6","1","1","8"
"1990","2","8","27","1","5","3","0.5","5.5","3","0.4","0.6","8"
"1974","2","17","24","7","5","5","4","4","3","0","1","9"
"1958","1","13","22","2","1","1","0","3","6","0.05","0.2","7"
"1996","2","10","25","2","3","4","0.5","1.5","5","0.1","0.5","9"
"1978","2","8","25","1","2","2","0","3","2","0.9","0.9","11"
"1991","1","14","27","3","1","5","0","2","2","0.8","0.8","12"
"1962","2","11","25","2","5","5","0","3","0","0","0","15"
"1994","2","17","25","1","2","2","1","5","3","0.5","0.7","8"
"1969","1","5","28","2","2","2","1","3","3","0.5","0.5","10"
"1982","2","8","22","2","2","2","0","4","4","0.5","0.5","8"
"1969","2","10","32","1","1","2","0","6","2","1","0.9","9"
"1986","2","3","25","6","2","3","6","4","2","0.2","0.6","6"
"1961","1","15","25","2","3","3","0.5","1.5","5","0.7","0.6","9"
"1974","1","10","38","1","3","3","0","2","5","0.05","0","10"
"1980","1","11","27","2","5","3","0","3","4","0.05","0.3","9"
"1972","1","14","25","7","3","1","0","2","2","0.9","0.9","10"
"1998","2","13","24","2","5","5","2","0","5","0.9","0.9","9"
"1980","1","8","25","5","2","2","0","2","2","1","1","11"
"1978","1","10","22","1","1","1","0","2","6","0.8","0.5","9"
"1961","1","14","25","1","3","3","0","2","6","0.5","0.5","10"
"1984","1","4","22","3","1","1","0.25","3.75","8","0.5","0.3","6"
"1967","1","6","29","1","5","1","0","3","6","0.8","0.5","8"
"1985","1","3","22","1","4","2","4","3","2","0.8","0.7","8"
"1985","1","11","7","7","2","1","6","6","6","0.2","0.2","6"
"1988","1","2","11","1","2","4","2","5","3","0.1","0.1","7"
"1991","1","7","25","1","2","1","1","3","6","0.3","0.05","8"
"1980","2","4","29","1","3","1","4","7","3","0.3","0.8","8"
"1989","1","14","26","3","4","4","0","2","3","1","1","9"
"1989","2","6","29","2","1","2","0.5","2.5","6","0.2","0.2","7"
"1971","1","6","27","1","4","2","0","2","8","0.8","1","6"
"1973","1","15","25","1","1","2","1","3","4","1","1","8"
"1986","1","2","25","1","1","2","2","2","6","0.6","0.5","6"
"1990","2","11","27","1","2","1","0","1","6","0.4","0.6","8"
"2001","1","5","18","1","2","2","2","2","2","0.2","0.2","10"
"1970","1","5","37","4","2","1","1","3","4","0.5","0.2","8"
"1978","1","1","25","1","2","4","1","4","3","0.2","0.2","8"
"1982","2","19","22","2","1","3","0","3","4","0.4","0.7","10"
"1971","2","13","25","7","3","5","1","4","3","0.7","0.2","9"
"1959","1","14","25","1","2","2","0","2","4","0.9","0.6","10"
"1970","2","9","22","1","5","4","0.5","3","3","0.2","0.2","10"
"1989","1","6","25","1","2","2","0","2","6","0.7","0.7","10"
"1991","2","11","22","2","2","2","2","1","3","1","1","8"
"1983","2","8","27","5","1","2","0","2","6","0.5","0.5","8"
"1962","1","16","22","1","5","3","0","3","5","1","0","9"
"1965","1","14","25","1","1","1","1","4","3","0.2","0.2","8"
"1985","1","14","25","1","2","3","3","1","2","0.6","0.7","10"
"1963","1","18","34","7","3","1","1","4","4","0.6","0.4","7"
"1970","2","16","25","3","1","3","0","3","2","0.7","0.7","10"
"1959","1","5","22","1","5","1","1","2","3","0.5","0.5","10"
"1971","1","18","22","1","5","3","0","8","3","0.7","1","6"
"1965","1","18","22","1","1","3","0","3","7","1","0.05","7"
"1973","1","15","25","1","3","1","2","2","4","0.3","0.3","8"
"1982","2","11","25","2","3","2","0","5","3","0.5","0.4","10"
"1985","1","10","22","5","3","1","2","3","4","0.2","0.3","10"
"1975","2","8","2","2","4","4","2","2","4","0.5","0.4","8"
"1971","1","9","25","1","4","4","0.5","4.5","4","1","1","9"
"1976","2","9","22","2","3","3","0.5","2.5","3","0.4","0.5","11"
"1991","1","10","25","2","3","2","0","3","3","0.9","0.9","10"
"1998","2","5","22","1","5","1","1","3","2","0.7","0.9","10"
"1980","1","14","25","2","1","1","0","4","4","1","1","8"
"1982","2","18","25","1","4","4","2","3","3","0.05","0.05","9"
